ASV_ID,Cluster_ID,abundance,scientific_name,confidence_level
ASV5628,262,50,Oomycota_4762;class_Pythiales_121069;Pythiales_121069;Pythiaceae_4782;Globisporangium_1448052;Globisporangium,High
ASV5629,-1,50,Unclustered,Noise
ASV5630,513,50,Oomycota_4762;class_Pythiales_121069;Pythiales_121069;Pythiaceae_4782;Pythium_4797;Pythium,High
ASV5631,517,50,Ascomycota_4890;Dothideomycetes_147541;Dothideales_5014;Saccotheciaceae_1570301;Aureobasidium_5579;Aureobasidium,High
ASV5632,-1,50,Unclustered,Noise
ASV5633,-1,50,Unclustered,Noise
ASV5634,383,50,Mollusca_6447;Gastropoda_6448;Stylommatophora_6527;Streptaxidae_145775;Oophana_2728075;Oophana,High
ASV5635,-1,50,Unclustered,Noise
ASV5636,-1,50,Unclustered,Noise
ASV5637,305,50,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Paramoeba_200890;Paramoeba,High
ASV5638,-1,50,Unclustered,Noise
ASV5639,38,50,Unclustered,Noise
ASV5640,1,50,Unclustered,Noise
ASV5641,-1,50,Unclustered,Noise
ASV5642,-1,50,Unclustered,Noise
ASV5643,-1,50,Unclustered,Noise
ASV5644,-1,50,Unclustered,Noise
ASV5645,-1,50,Unclustered,Noise
ASV5646,-1,50,Unclustered,Noise
ASV5647,-1,50,Unclustered,Noise
ASV5648,-1,50,Unclustered,Noise
ASV5649,-1,50,Unclustered,Noise
ASV5650,-1,50,Unclustered,Noise
ASV5651,313,50,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Paramoeba_200890;Paramoeba,High
ASV5652,-1,50,Unclustered,Noise
ASV5653,-1,50,Unclustered,Noise
ASV5654,-1,50,Unclustered,Noise
ASV5655,183,50,Cnidaria_6073;Hydrozoa_6074;Anthoathecata_406427;Corynidae_6077;Sarsia_6078;Sarsia,High
ASV5656,-1,50,Unclustered,Noise
ASV5657,-1,50,Unclustered,Noise
ASV5658,-1,50,Unclustered,Noise
ASV5659,-1,50,Unclustered,Noise
ASV5660,493,50,Rhodophyta_2763;Florideophyceae_2806;Ceramiales_2802;Rhodomelaceae_2803;Herposiphonia_717901;Herposiphonia,Potentially Novel
ASV5661,-1,50,Unclustered,Noise
ASV5662,56,50,Cnidaria_6073;Hydrozoa_6074;Anthoathecata_406427;Cladonematidae_123097;Staurocladia_168793;Staurocladia,High
ASV5663,473,50,Cnidaria_6073;Hydrozoa_6074;Leptothecata_500008;Sertulariidae_86619;Hydrallmania_308601;Hydrallmania,High
ASV5664,-1,50,Unclustered,Noise
ASV5665,493,50,Rhodophyta_2763;Florideophyceae_2806;Ceramiales_2802;Rhodomelaceae_2803;Herposiphonia_717901;Herposiphonia,Potentially Novel
ASV5666,-1,50,Unclustered,Noise
ASV5667,-1,50,Unclustered,Noise
ASV5668,59,50,Arthropoda_6656;Insecta_50557;Diptera_7147;Psychodidae_7197;Evandromyia_474171;Evandromyia,Potentially Novel
ASV5669,-1,50,Unclustered,Noise
ASV5670,-1,50,Unclustered,Noise
ASV5671,691,50,Unclustered,Noise
ASV5672,653,50,Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Crabronidae_253718;Bembix_288406;Bembix,High
ASV5673,206,50,Echinodermata_7586;Holothuroidea_7705;Aspidochirotida_7682;Stichopodidae_7687;Stichopus_7691;Stichopus,Potentially Novel
ASV5674,-1,50,Unclustered,Noise
ASV5675,417,49,Ascomycota_4890;Dothideomycetes_147541;Cladosporiales_2726946;Cladosporiaceae_452563;Cladosporium_5498;Cladosporium,High
ASV5676,16,49,Rhodophyta_2763;Florideophyceae_2806;Ceramiales_2802;Rhodomelaceae_2803;Laurencia_99900;Laurencia,High
ASV5677,-1,49,Unclustered,Noise
ASV5678,-1,49,Unclustered,Noise
ASV5679,-1,49,Unclustered,Noise
ASV5680,691,49,Unclustered,Noise
ASV5681,469,49,Cnidaria_6073;Anthozoa_6101;Scleractinia_6125;Astrocoeniidae_130189;Stylocoeniella_293311;Stylocoeniella,High
ASV5682,-1,49,Unclustered,Noise
ASV5683,-1,49,Unclustered,Noise
ASV5684,-1,49,Unclustered,Noise
ASV5685,338,49,Discosea_555280;class_Longamoebia_1485168;Longamoebia_1485168;Acanthamoebidae_33677;Acanthamoeba_5754;Acanthamoeba,High
ASV5686,290,49,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Korotnevella_200888;Korotnevella,High
ASV5687,48,49,Discosea_555280;class_Himatismenida_313555;Himatismenida_313555;family_Parvamoeba_1076757;Parvamoeba_1076757;Parvamoeba,High
ASV5688,-1,49,Unclustered,Noise
ASV5689,-1,49,Unclustered,Noise
ASV5690,-1,49,Unclustered,Noise
ASV5691,185,49,Arthropoda_6656;Insecta_50557;Diptera_7147;Tabanidae_7205;Tabanus_7206;Tabanus,High
ASV5692,138,49,Arthropoda_6656;Arachnida_6854;Scorpiones_6855;Iuridae_88314;Iurus_255302;Iurus,High
ASV5693,-1,49,Unclustered,Noise
ASV5694,-1,49,Unclustered,Noise
ASV5695,260,49,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Paramoeba_200890;Paramoeba,High
ASV5696,-1,49,Unclustered,Noise
ASV5697,56,49,Cnidaria_6073;Hydrozoa_6074;Anthoathecata_406427;Cladonematidae_123097;Staurocladia_168793;Staurocladia,High
ASV5698,621,49,Unclustered,Noise
ASV5699,-1,49,Unclustered,Noise
ASV5700,319,49,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Paramoeba_200890;Paramoeba,High
ASV5701,-1,49,Unclustered,Noise
ASV5702,472,49,Mollusca_6447;Gastropoda_6448;order_Planorbidae_6524;Planorbidae_6524;Biomphalaria_6525;Biomphalaria,High
ASV5703,-1,49,Unclustered,Noise
ASV5704,514,49,Arthropoda_6656;Insecta_50557;Diptera_7147;Chironomidae_7149;Orthocladius_288845;Orthocladius,Potentially Novel
ASV5705,-1,49,Unclustered,Noise
ASV5706,285,49,Cnidaria_6073;Hydrozoa_6074;Anthoathecata_406427;Corynidae_6077;Sarsia_6078;Sarsia,High
ASV5707,300,49,Oomycota_4762;class_Saprolegniales_4763;Saprolegniales_4763;Saprolegniaceae_4764;Achlya_4765;Achlya,High
ASV5708,-1,49,Unclustered,Noise
ASV5709,426,49,phylum_Phaeophyceae_2870;Phaeophyceae_2870;Ectocarpales_2877;Ectocarpaceae_2878;Kuckuckia_43936;Kuckuckia,High
ASV5710,-1,49,Unclustered,Noise
ASV5711,-1,49,Unclustered,Noise
ASV5712,6,49,Arthropoda_6656;Insecta_50557;Diptera_7147;Tabanidae_7205;Tabanocella_415259;Tabanocella,High
ASV5713,-1,49,Unclustered,Noise
ASV5714,474,49,Oomycota_4762;class_Saprolegniales_4763;Saprolegniales_4763;Saprolegniaceae_4764;Saprolegnia_4769;Saprolegnia,High
ASV5715,-1,49,Unclustered,Noise
ASV5716,277,49,Discosea_555280;class_Himatismenida_313555;Himatismenida_313555;family_Parvamoeba_1076757;Parvamoeba_1076757;Parvamoeba,High
ASV5717,-1,49,Unclustered,Noise
ASV5718,-1,49,Unclustered,Noise
ASV5719,-1,49,Unclustered,Noise
ASV5720,-1,49,Unclustered,Noise
ASV5721,-1,49,Unclustered,Noise
ASV5722,-1,49,Unclustered,Noise
ASV5723,498,49,Oomycota_4762;class_Saprolegniales_4763;Saprolegniales_4763;Saprolegniaceae_4764;Achlya_4765;Achlya,High
ASV5724,-1,49,Unclustered,Noise
ASV5725,-1,49,Unclustered,Noise
ASV5726,202,49,Arthropoda_6656;Collembola_30001;Entomobryomorpha_730330;Isotomidae_36141;Isotoma_57735;Isotoma,High
ASV5727,-1,48,Unclustered,Noise
ASV5728,96,48,Rhodophyta_2763;Florideophyceae_2806;Plocamiales_35203;Plocamiaceae_31450;Plocamium_31451;Plocamium,Potentially Novel
ASV5729,73,48,Oomycota_4762;class_Saprolegniales_4763;Saprolegniales_4763;Saprolegniaceae_4764;Achlya_4765;Achlya,High
ASV5730,-1,48,Unclustered,Noise
ASV5731,-1,48,Unclustered,Noise
ASV5732,691,48,Unclustered,Noise
ASV5733,-1,48,Unclustered,Noise
ASV5734,325,48,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Paramoeba_200890;Paramoeba,High
ASV5735,-1,48,Unclustered,Noise
ASV5736,221,48,Placozoa_10226;class_order_family_Polyplacotoma_2546582;order_family_Polyplacotoma_2546582;family_Polyplacotoma_2546582;Polyplacotoma_2546582;Polyplacotoma,High
ASV5737,-1,48,Unclustered,Noise
ASV5738,480,48,Annelida_6340;Clitellata_42113;Hirudinida_2218736;Americobdellidae_251235;Americobdella_251236;Americobdella,High
ASV5739,294,48,Oomycota_4762;class_Pythiales_121069;Pythiales_121069;Pythiaceae_4782;Globisporangium_1448052;Globisporangium,High
ASV5740,-1,48,Unclustered,Noise
ASV5741,161,48,Onychophora_27563;Udeonychophora_2082881;Euonychophora_2082882;Peripatopsidae_27567;Peripatopsis_88307;Peripatopsis,High
ASV5742,-1,48,Unclustered,Noise
ASV5743,188,48,Cnidaria_6073;Hydrozoa_6074;Siphonophorae_42759;Prayidae_154960;Praya_168784;Praya,High
ASV5744,-1,48,Unclustered,Noise
ASV5745,140,48,Oomycota_4762;class_Pythiales_121069;Pythiales_121069;Pythiaceae_4782;Globisporangium_1448052;Globisporangium,High
ASV5746,59,48,Arthropoda_6656;Insecta_50557;Diptera_7147;Psychodidae_7197;Evandromyia_474171;Evandromyia,Potentially Novel
ASV5747,1,48,Unclustered,Noise
ASV5748,-1,48,Unclustered,Noise
ASV5749,-1,48,Unclustered,Noise
ASV5750,-1,48,Unclustered,Noise
ASV5751,543,48,Porifera_6040;Demospongiae_6042;Tethyida_1779163;Timeidae_269157;Timea_269051;Timea,Potentially Novel
ASV5752,-1,48,Unclustered,Noise
ASV5753,310,48,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Paramoeba_200890;Paramoeba,High
ASV5754,563,48,Discosea_555280;class_Himatismenida_313555;Himatismenida_313555;Cochliopodiidae_313556;Cochliopodium_313557;Cochliopodium,High
ASV5755,-1,48,Unclustered,Noise
ASV5756,-1,48,Unclustered,Noise
ASV5757,182,48,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Cunea_1654807;Cunea,High
ASV5758,47,48,Arthropoda_6656;Insecta_50557;Coleoptera_7041;Lampyridae_7049;Emarginoptyx_2985488;Emarginoptyx,High
ASV5759,255,48,Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nolidae_319783;Gadirtha_1414594;Gadirtha,High
ASV5760,-1,48,Unclustered,Noise
ASV5761,-1,48,Unclustered,Noise
ASV5762,-1,48,Unclustered,Noise
ASV5763,357,48,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Cunea_1654807;Cunea,High
ASV5764,503,48,Arthropoda_6656;Malacostraca_6681;Decapoda_6683;Portunidae_6757;Cronius_600337;Cronius,High
ASV5765,-1,48,Unclustered,Noise
ASV5766,-1,48,Unclustered,Noise
ASV5767,479,48,Unclustered,Noise
ASV5768,-1,48,Unclustered,Noise
ASV5769,73,48,Oomycota_4762;class_Saprolegniales_4763;Saprolegniales_4763;Saprolegniaceae_4764;Achlya_4765;Achlya,High
ASV5770,431,48,Mollusca_6447;Gastropoda_6448;Stylommatophora_6527;Trochomorphidae_180085;Trochomorpha_145595;Trochomorpha,High
ASV5771,319,48,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Paramoeba_200890;Paramoeba,High
ASV5772,-1,48,Unclustered,Noise
ASV5773,636,48,Unclustered,Noise
ASV5774,-1,48,Unclustered,Noise
ASV5775,638,48,Unclustered,Noise
ASV5776,-1,47,Unclustered,Noise
ASV5777,257,47,Arthropoda_6656;Insecta_50557;Diptera_7147;Tabanidae_7205;Acanthocera_1547427;Acanthocera,High
ASV5778,462,47,Oomycota_4762;class_Saprolegniales_4763;Saprolegniales_4763;Saprolegniaceae_4764;Leptolegnia_92975;Leptolegnia,High
ASV5779,271,47,Zoopagomycota_1913638;Entomophthoromycetes_1399770;Entomophthorales_4857;Ancylistaceae_34486;Microconidiobolus_2878382;Microconidiobolus,High
ASV5780,446,47,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Korotnevella_200888;Korotnevella,High
ASV5781,667,47,Unclustered,Noise
ASV5782,568,47,Basidiomycota_5204;Agaricomycetes_155619;Agaricales_5338;Psathyrellaceae_184208;Candolleomyces_2791032;Candolleomyces,High
ASV5783,221,47,Placozoa_10226;class_order_family_Polyplacotoma_2546582;order_family_Polyplacotoma_2546582;family_Polyplacotoma_2546582;Polyplacotoma_2546582;Polyplacotoma,High
ASV5784,691,47,Unclustered,Noise
ASV5785,-1,47,Unclustered,Noise
ASV5786,395,47,Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Pamphiliidae_95274;Onycholyda_222792;Onycholyda,Potentially Novel
ASV5787,-1,47,Unclustered,Noise
ASV5788,85,47,Discosea_555280;class_Himatismenida_313555;Himatismenida_313555;Cochliopodiidae_313556;Ovalopodium_1027631;Ovalopodium,High
ASV5789,-1,47,Unclustered,Noise
ASV5790,-1,47,Unclustered,Noise
ASV5791,306,47,Discosea_555280;class_Longamoebia_1485168;Longamoebia_1485168;Acanthamoebidae_33677;Acanthamoeba_5754;Acanthamoeba,High
ASV5792,-1,47,Unclustered,Noise
ASV5793,161,47,Onychophora_27563;Udeonychophora_2082881;Euonychophora_2082882;Peripatopsidae_27567;Peripatopsis_88307;Peripatopsis,High
ASV5794,175,47,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Paramoeba_200890;Paramoeba,High
ASV5795,273,47,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Vexilliferidae_180225;Vexillifera_218659;Vexillifera,High
ASV5796,-1,47,Unclustered,Noise
ASV5797,-1,47,Unclustered,Noise
ASV5798,-1,47,Unclustered,Noise
ASV5799,380,47,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Cunea_1654807;Cunea,High
ASV5800,319,47,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Paramoeba_200890;Paramoeba,High
ASV5801,-1,47,Unclustered,Noise
ASV5802,-1,47,Unclustered,Noise
ASV5803,-1,47,Unclustered,Noise
ASV5804,-1,47,Unclustered,Noise
ASV5805,-1,47,Unclustered,Noise
ASV5806,-1,47,Unclustered,Noise
ASV5807,-1,47,Unclustered,Noise
ASV5808,-1,47,Unclustered,Noise
ASV5809,290,47,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Korotnevella_200888;Korotnevella,High
ASV5810,-1,47,Unclustered,Noise
ASV5811,-1,47,Unclustered,Noise
ASV5812,-1,47,Unclustered,Noise
ASV5813,177,47,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Paramoeba_200890;Paramoeba,High
ASV5814,-1,47,Unclustered,Noise
ASV5815,-1,47,Unclustered,Noise
ASV5816,-1,47,Unclustered,Noise
ASV5817,-1,47,Unclustered,Noise
ASV5818,321,47,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Paramoeba_200890;Paramoeba,High
ASV5819,-1,47,Unclustered,Noise
ASV5820,-1,47,Unclustered,Noise
ASV5821,78,47,Arthropoda_6656;Insecta_50557;Coleoptera_7041;Lampyridae_7049;Emarginoptyx_2985488;Emarginoptyx,High
ASV5822,609,47,Cnidaria_6073;Hydrozoa_6074;Siphonophorae_42759;Prayidae_154960;Amphicaryon_645366;Amphicaryon,Potentially Novel
ASV5823,650,47,Unclustered,Noise
ASV5824,-1,47,Unclustered,Noise
ASV5825,653,47,Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Crabronidae_253718;Bembix_288406;Bembix,High
ASV5826,481,47,Ascomycota_4890;Sordariomycetes_147550;Glomerellales_1028384;Plectosphaerellaceae_1033978;Verticillium_1036719;Verticillium,High
ASV5827,636,47,Unclustered,Noise
ASV5828,639,47,Unclustered,Noise
ASV5829,-1,46,Unclustered,Noise
ASV5830,691,46,Unclustered,Noise
ASV5831,393,46,phylum_Phaeophyceae_2870;Phaeophyceae_2870;Ectocarpales_2877;Chordariaceae_66220;Halothrix_133518;Halothrix,High
ASV5832,288,46,Discosea_555280;class_Himatismenida_313555;Himatismenida_313555;family_Parvamoeba_1076757;Parvamoeba_1076757;Parvamoeba,High
ASV5833,-1,46,Unclustered,Noise
ASV5834,-1,46,Unclustered,Noise
ASV5835,292,46,Rhodophyta_2763;Florideophyceae_2806;Ceramiales_2802;Rhodomelaceae_2803;Laurencia_99900;Laurencia,High
ASV5836,-1,46,Unclustered,Noise
ASV5837,-1,46,Unclustered,Noise
ASV5838,-1,46,Unclustered,Noise
ASV5839,369,46,Bacillariophyta_2836;Bacillariophyceae_33849;Bacillariales_33851;Bacillariaceae_33852;Nitzschia_2857;Nitzschia,High
ASV5840,67,46,Oomycota_4762;class_Peronosporales_4776;Peronosporales_4776;Peronosporaceae_4777;Phytophthora_4783;Phytophthora,High
ASV5841,605,46,Cnidaria_6073;Hydrozoa_6074;Siphonophorae_42759;Prayidae_154960;Amphicaryon_645366;Amphicaryon,Potentially Novel
ASV5842,-1,46,Unclustered,Noise
ASV5843,495,46,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Cunea_1654807;Cunea,High
ASV5844,74,46,Porifera_6040;Demospongiae_6042;Axinellida_1779152;Raspailiidae_261678;Trikentrion_484443;Trikentrion,High
ASV5845,-1,46,Unclustered,Noise
ASV5846,-1,46,Unclustered,Noise
ASV5847,-1,46,Unclustered,Noise
ASV5848,-1,46,Unclustered,Noise
ASV5849,-1,46,Unclustered,Noise
ASV5850,-1,46,Unclustered,Noise
ASV5851,-1,46,Unclustered,Noise
ASV5852,-1,46,Unclustered,Noise
ASV5853,-1,46,Unclustered,Noise
ASV5854,319,46,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Paramoeba_200890;Paramoeba,High
ASV5855,437,46,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Korotnevella_200888;Korotnevella,High
ASV5856,-1,46,Unclustered,Noise
ASV5857,-1,46,Unclustered,Noise
ASV5858,-1,46,Unclustered,Noise
ASV5859,192,46,Cnidaria_6073;Hydrozoa_6074;Siphonophorae_42759;Prayidae_154960;Praya_168784;Praya,High
ASV5860,-1,46,Unclustered,Noise
ASV5861,-1,46,Unclustered,Noise
ASV5862,-1,46,Unclustered,Noise
ASV5863,337,46,phylum_Chrysophyceae_2825;Chrysophyceae_2825;Chromulinales_96792;Chromulinaceae_98651;Pedospumella_1117029;Pedospumella,High
ASV5864,-1,46,Unclustered,Noise
ASV5865,234,46,Arthropoda_6656;Arachnida_6854;Araneae_6893;Malkaridae_336670;Chilenodes_1654951;Chilenodes,High
ASV5866,-1,46,Unclustered,Noise
ASV5867,377,46,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Cunea_1654807;Cunea,High
ASV5868,-1,46,Unclustered,Noise
ASV5869,-1,46,Unclustered,Noise
ASV5870,-1,46,Unclustered,Noise
ASV5871,244,46,Cnidaria_6073;Hydrozoa_6074;Narcomedusae_43184;Tetraplatiidae_2653793;Tetraplatia_329738;Tetraplatia,High
ASV5872,23,46,Oomycota_4762;class_order_family_Haptoglossa_377433;order_family_Haptoglossa_377433;family_Haptoglossa_377433;Haptoglossa_377433;Haptoglossa,High
ASV5873,-1,46,Unclustered,Noise
ASV5874,-1,46,Unclustered,Noise
ASV5875,127,46,Oomycota_4762;class_Pythiales_121069;Pythiales_121069;Pythiaceae_4782;Globisporangium_1448052;Globisporangium,High
ASV5876,-1,46,Unclustered,Noise
ASV5877,206,46,Echinodermata_7586;Holothuroidea_7705;Aspidochirotida_7682;Stichopodidae_7687;Stichopus_7691;Stichopus,Potentially Novel
ASV5878,-1,46,Unclustered,Noise
ASV5879,-1,46,Unclustered,Noise
ASV5880,-1,46,Unclustered,Noise
ASV5881,652,46,Annelida_6340;Polychaeta_6341;Eunicida_65495;Dorvilleidae_160440;Palpiphitime_864300;Palpiphitime,High
ASV5882,394,46,Arthropoda_6656;Insecta_50557;Hemiptera_7524;Cercopidae_30086;Simorhina_1777629;Simorhina,High
ASV5883,-1,46,Unclustered,Noise
ASV5884,611,46,Arthropoda_6656;Arachnida_6854;Araneae_6893;Linyphiidae_81835;Lophomma_1660008;Lophomma,High
ASV5885,1,46,Unclustered,Noise
ASV5886,1,46,Unclustered,Noise
ASV5887,634,46,Unclustered,Noise
ASV5888,-1,45,Unclustered,Noise
ASV5889,-1,45,Unclustered,Noise
ASV5890,678,45,Unclustered,Noise
ASV5891,-1,45,Unclustered,Noise
ASV5892,-1,45,Unclustered,Noise
ASV5893,-1,45,Unclustered,Noise
ASV5894,-1,45,Unclustered,Noise
ASV5895,531,45,Cnidaria_6073;Hydrozoa_6074;Leptothecata_500008;Haleciidae_308586;Halecium_308587;Halecium,Potentially Novel
ASV5896,691,45,Unclustered,Noise
ASV5897,-1,45,Unclustered,Noise
ASV5898,247,45,Rhodophyta_2763;Florideophyceae_2806;Ceramiales_2802;Rhodomelaceae_2803;Osmundaria_155555;Osmundaria,High
ASV5899,-1,45,Unclustered,Noise
ASV5900,-1,45,Unclustered,Noise
ASV5901,-1,45,Unclustered,Noise
ASV5902,522,45,Cnidaria_6073;Hydrozoa_6074;Leptothecata_500008;Campanulariidae_27800;Eucheilota_314526;Eucheilota,High
ASV5903,153,45,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Paramoeba_200890;Paramoeba,High
ASV5904,189,45,Cnidaria_6073;Hydrozoa_6074;Anthoathecata_406427;Hydractiniidae_6094;Schuchertinia_1262061;Schuchertinia,High
ASV5905,-1,45,Unclustered,Noise
ASV5906,-1,45,Unclustered,Noise
ASV5907,-1,45,Unclustered,Noise
ASV5908,-1,45,Unclustered,Noise
ASV5909,-1,45,Unclustered,Noise
ASV5910,-1,45,Unclustered,Noise
ASV5911,-1,45,Unclustered,Noise
ASV5912,-1,45,Unclustered,Noise
ASV5913,-1,45,Unclustered,Noise
ASV5914,356,45,Rhodophyta_2763;Florideophyceae_2806;Rhodymeniales_29247;Fryeellaceae_748682;Fryeella_81604;Fryeella,High
ASV5915,-1,45,Unclustered,Noise
ASV5916,-1,45,Unclustered,Noise
ASV5917,-1,45,Unclustered,Noise
ASV5918,-1,45,Unclustered,Noise
ASV5919,-1,45,Unclustered,Noise
ASV5920,-1,45,Unclustered,Noise
ASV5921,-1,45,Unclustered,Noise
ASV5922,-1,45,Unclustered,Noise
ASV5923,380,45,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Cunea_1654807;Cunea,High
ASV5924,164,45,Oomycota_4762;class_Pythiales_121069;Pythiales_121069;Pythiaceae_4782;Globisporangium_1448052;Globisporangium,Potentially Novel
ASV5925,-1,45,Unclustered,Noise
ASV5926,-1,45,Unclustered,Noise
ASV5927,-1,45,Unclustered,Noise
ASV5928,-1,45,Unclustered,Noise
ASV5929,-1,45,Unclustered,Noise
ASV5930,-1,45,Unclustered,Noise
ASV5931,-1,45,Unclustered,Noise
ASV5932,-1,45,Unclustered,Noise
ASV5933,341,45,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Vexilliferidae_180225;Vexillifera_218659;Vexillifera,High
ASV5934,-1,45,Unclustered,Noise
ASV5935,646,45,Unclustered,Noise
ASV5936,394,45,Arthropoda_6656;Insecta_50557;Hemiptera_7524;Cercopidae_30086;Simorhina_1777629;Simorhina,High
ASV5937,1,45,Unclustered,Noise
ASV5938,644,45,Unclustered,Noise
ASV5939,71,45,phylum_Phaeophyceae_2870;Phaeophyceae_2870;Ectocarpales_2877;Acrotrichaceae_166513;Acrothrix_166514;Acrothrix,High
ASV5940,-1,45,Unclustered,Noise
ASV5941,584,45,Mollusca_6447;Bivalvia_6544;Mytilida_6546;Mytilidae_6547;Brachidontes_40253;Brachidontes,High
ASV5942,461,44,Rhodophyta_2763;Florideophyceae_2806;Ceramiales_2802;Delesseriaceae_31386;Yoshidaphycus_3163215;Yoshidaphycus,High
ASV5943,324,44,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Paramoeba_200890;Paramoeba,High
ASV5944,-1,44,Unclustered,Noise
ASV5945,250,44,Arthropoda_6656;Insecta_50557;Coleoptera_7041;Scarabaeidae_7055;Nanos_490857;Nanos,High
ASV5946,-1,44,Unclustered,Noise
ASV5947,-1,44,Unclustered,Noise
ASV5948,77,44,Mollusca_6447;Gastropoda_6448;order_Lymnaeidae_6521;Lymnaeidae_6521;Galba_401861;Galba,High
ASV5949,89,44,Oomycota_4762;class_Pythiales_121069;Pythiales_121069;Pythiaceae_4782;Pythium_4797;Pythium,Potentially Novel
ASV5950,152,44,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Paramoeba_200890;Paramoeba,High
ASV5951,165,44,Rhodophyta_2763;Bangiophyceae_2797;Bangiales_29216;Bangiaceae_31345;Pyropia_1094566;Pyropia,High
ASV5952,-1,44,Unclustered,Noise
ASV5953,-1,44,Unclustered,Noise
ASV5954,672,44,Rotifera_10190;Eurotatoria_2816136;Flosculariaceae_2517309;Flosculariidae_104789;Limnias_1611855;Limnias,Potentially Novel
ASV5955,-1,44,Unclustered,Noise
ASV5956,-1,44,Unclustered,Noise
ASV5957,-1,44,Unclustered,Noise
ASV5958,-1,44,Unclustered,Noise
ASV5959,358,44,Cnidaria_6073;Hydrozoa_6074;Anthoathecata_406427;Corynidae_6077;Sarsia_6078;Sarsia,High
ASV5960,-1,44,Unclustered,Noise
ASV5961,465,44,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Korotnevella_200888;Korotnevella,High
ASV5962,-1,44,Unclustered,Noise
ASV5963,-1,44,Unclustered,Noise
ASV5964,-1,44,Unclustered,Noise
ASV5965,-1,44,Unclustered,Noise
ASV5966,-1,44,Unclustered,Noise
ASV5967,-1,44,Unclustered,Noise
ASV5968,300,44,Oomycota_4762;class_Saprolegniales_4763;Saprolegniales_4763;Saprolegniaceae_4764;Achlya_4765;Achlya,High
ASV5969,259,44,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Korotnevella_200888;Korotnevella,High
ASV5970,-1,44,Unclustered,Noise
ASV5971,-1,44,Unclustered,Noise
ASV5972,188,44,Cnidaria_6073;Hydrozoa_6074;Siphonophorae_42759;Prayidae_154960;Praya_168784;Praya,High
ASV5973,-1,44,Unclustered,Noise
ASV5974,548,44,Arthropoda_6656;Arachnida_6854;Araneae_6893;Linyphiidae_81835;Orsonwelles_187196;Orsonwelles,High
ASV5975,-1,44,Unclustered,Noise
ASV5976,-1,44,Unclustered,Noise
ASV5977,-1,44,Unclustered,Noise
ASV5978,466,44,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Korotnevella_200888;Korotnevella,High
ASV5979,484,44,Arthropoda_6656;Arachnida_6854;Araneae_6893;Zodariidae_320584;Zodarion_700700;Zodarion,High
ASV5980,-1,44,Unclustered,Noise
ASV5981,202,44,Arthropoda_6656;Collembola_30001;Entomobryomorpha_730330;Isotomidae_36141;Isotoma_57735;Isotoma,High
ASV5982,-1,44,Unclustered,Noise
ASV5983,-1,44,Unclustered,Noise
